,Nameabv,Name_long,Date,Title,Sen_len,Dialogue,Compound,neg,neu,pos,Textblob_Polarity,Textblob_Subjectivity,difference
254,JBi,Joe Biden,07-Feb-23,State of the Union Address,435,"In fact, I will extend the Medicare Trust Fund by at least two decades.",0.6124,0.0,0.688,0.312,-0.3,0.4,0.9124000000000001
10700,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,"The Democratic Party has always embodied the hope of our people for justice, opportunity, and a better life, and we've worked in every way possible to strengthen the American family, to encourage self-reliance, and to follow the Old Testament admonition: ""Defend the poor and the fatherless; give justice to the afflicted and needy.""",0.9524,0.079,0.589,0.332,0.039999999999999994,0.45999999999999996,0.9124
13343,RMN,Richard M. Nixon,25-Feb-74,The President's News Conference,201,"Under the circumstances, while the Arab leaders who had given us this assurance tried to go forward with the meeting, they were unable to get the cooperation of others.",0.4118,0.0,0.911,0.089,-0.5,0.5,0.9117999999999999
10259,JCa,Jimmy Carter,28-Oct-80,Debate with Ronald Reagan,309,But what we've done is to use that enormous power and prestige and military strength of the United States to preserve the peace.,0.8591,0.0,0.678,0.322,-0.05,0.5,0.9091
16547,JFK,John F. Kennedy,11-Jun-62,Yale University Commencement,155,"Generalities in regard to federal expenditures, therefore, can be misleadingÑeach case, science, urban renewal, education, agriculture, natural resources, each case must be determined on its merits if we are to profit from our unrivaled ability to combine the strength of public and private purpose.",0.9325,0.0,0.704,0.296,0.025,0.21041666666666667,0.9075
6709,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,"Second, once we have saved Social Security, we must fulfill our obligation to save and improve Medicare.",0.9217,0.0,0.458,0.542,0.016666666666666666,0.03333333333333333,0.9050333333333332
7209,BCl,Bill Clinton,27-Jan-98,State of the Union Address,287,"I also want to thank Congress for restoring some of the benefits to immigrants who are here legally and working hard, and I hope you will finish that job this year.",0.8591,0.039,0.606,0.355,-0.04583333333333334,0.37083333333333335,0.9049333333333334
8337,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"We do not know what the conclusion will be of this journey, but we're hopeful that the promise of reform will be fulfilled.",0.9022,0.0,0.643,0.357,0.0,0.0,0.9022
14778,LBJ,Lyndon B. Johnson,31-Mar-68, Remarks on Decision not to Seek Re-Election,191,Our goal of peace and self-determination in Vietnam is directly related to the future of all of Southeast Asia--where much has happened to inspire confidence during the past 10 years.,0.8885,0.0,0.72,0.28,-0.012499999999999997,0.24375000000000002,0.9009999999999999
12150,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,This will cost each covered employee less than one extra dollar a week and will ensure the integrity of the trust fund.,0.8176,0.0,0.679,0.321,-0.08333333333333333,0.08333333333333334,0.9009333333333334
1972,DTr,Donald Trump,07-Sep-20,Labor Day Press Conference,508,"In 2001, Biden said, ÒThe United States welcomes the emergence of a prosperous, integrated China on the global stage because we expect this is going to be a China that plays by the rules.Ó They didnÕt play by the rules.",0.9001,0.0,0.717,0.283,0.0,0.0,0.9001
6705,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,"So let me say to you tonight, I reach out my hand to all of you in both Houses, in both parties, and ask that we join together in saying to the American people: We will save Social Security now.",0.9153,0.0,0.69,0.31,0.016666666666666666,0.03333333333333333,0.8986333333333333
16355,JFK,John F. Kennedy,14-Jan-63,State of the Union Address,219,"For upon our achievement of greater vitality and strength here at home hang our fate and future in the world: our ability to sustain and supply the security of free men and nations, our ability to command their respect for our leadership, our ability to expand our trade without threat to our balance of payments, and our ability to adjust to the changing demands of cold war competition and challenge.",0.9735,0.042,0.607,0.351,0.07500000000000001,0.60625,0.8985000000000001
10754,JCa,Jimmy Carter,14-Aug-80,Acceptance Speech at the Democratic National Convention,251,"Above all, I want us to be what the Founders of our Nation meant us to becomeÑthe land of freedom, the land of peace, and the land of hope.",0.8979,0.0,0.669,0.331,0.0,0.1,0.8979
5845,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,"This month in Ramallah and Jerusalem, I assured leaders from both sides that America will do, and I will do, everything we can to help them achieve a peace agreement that defines a Palestinian state by the end of this year.",0.8979,0.0,0.735,0.265,0.0,0.0,0.8979
4023,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,"The world respects us not just for our arsenal; it respects us for our diversity, and our openness, and the way we respect every faith.",0.8979,0.0,0.608,0.392,0.0,0.0,0.8979
4844,BKO,Barack Obama,04-Dec-13,Speech on Economic Mobility,281,It creates a vicious cycle.,-0.1027,0.379,0.303,0.318,-1.0,1.0,0.8973
16816,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,"These programs help people; and, by helping people, they help freedom.",0.8957,0.0,0.372,0.628,0.0,0.0,0.8957
10971,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,"The foundations of this partnership are truth, the courage to face hard decisions, concern for one another and the common good over special interests, and a basic faith and trust in the wisdom and strength and judgment of the American people.",0.9732,0.024,0.524,0.451,0.07757936507936507,0.38968253968253963,0.8956206349206349
12378,GFo,Gerald Ford,10-Apr-75,Address on U.S. Foreign Policy,255,"I cannot believe that this confidence was misplaced and that suddenly America will deny us the means which might give us a chance to find an acceptable solution to our conflict.""",0.795,0.065,0.651,0.284,-0.1,0.35,0.895
16810,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,"Our efforts to help other new or developing nations, and to strengthen their stand for freedom, have also made progress.",0.9001,0.0,0.571,0.429,0.005681818181818177,0.4147727272727273,0.8944181818181818
4709,BKO,Barack Obama,20-Jan-15,2015 State of the Union Address,384,"And because the worldÕs two largest economies came together, other nations are now stepping up, and offering hope that this year the world will finally reach an agreement to protect the one planet weÕve got.",0.8316,0.0,0.76,0.24,-0.0625,0.6875,0.8941
9429,RRe,Ronald Reagan,23-Aug-84,Republican National Convention,293,"But for the sake of our freedom and that of others, we cannot permit our reserve to be confused with a lack of resolve.",0.4939,0.151,0.625,0.224,-0.4,0.7,0.8939
5094,GWB,George W. Bush,12-Jan-09,Final Press Conference,401,"The challenge, of course, has been to lay out the conditions so that a peaceful state can emerge -- in other words, helping the Palestinians in the West Bank develop security forces, which we have worked hard to do over the past years.",0.7893,0.029,0.774,0.196,-0.10416666666666667,0.41666666666666663,0.8934666666666666
6890,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,I'd like to say something really serious to everyone in this chamber in both parties.,0.5584,0.085,0.639,0.277,-0.3333333333333333,0.6666666666666666,0.8917333333333333
4841,BKO,Barack Obama,04-Dec-13,Speech on Economic Mobility,281,"And rising inequality and declining mobility are also bad for our families and social cohesion -- not just because we tend to trust our institutions less, but studies show we actually tend to trust each other less when thereÕs greater inequality.",0.8022,0.046,0.76,0.194,-0.08928571428571426,0.2630952380952381,0.8914857142857143
4088,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,"So, my fellow Americans, whatever you may believe, whether you prefer one party or no party, whether you supported my agenda or fought as hard as you could against it -- our collective futures depends on your willingness to uphold your duties as a citizen.",0.5994,0.112,0.702,0.186,-0.2916666666666667,0.5416666666666666,0.8910666666666667
12178,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,"To speed federal justice, I propose an increase this year in the United States attorneys prosecuting federal crimes and the reinforcement of the number of United States marshals.",0.891,0.0,0.636,0.364,0.0,0.0,0.891
1663,DTr,Donald Trump,26-Sep-20,Announcing His Nominee for the US Supreme Court,153,"I am truly, I am truly humbled by the prospect of serving on the Supreme Court.",0.891,0.0,0.463,0.537,0.0,0.0,0.891
5902,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,Our military families serve our nation; they inspire our nation; and tonight our nation honors them.,0.7906,0.0,0.667,0.333,-0.1,0.1,0.8906
17059,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"Will we work together on problems of trade, payments and monetary reserve--or will our mutual strength be splintered by a network of tariff walls, exchange controls, and the pursuit of narrow self-interest in unrelated if not outright hostile policies on aid, trade, procurement, interest rates and currency?",0.6892,0.051,0.791,0.158,-0.2,0.4,0.8892
7843,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,"Well, today I offer three thoughts -- reflections and warnings at the same time -- on how the Soviet-American relationship can continue to improve and how the cause of peace and freedom can be served.",0.8885,0.05,0.661,0.289,0.0,0.125,0.8885
9876,RRe,Ronald Reagan,25-Jan-84,State of the Union Address,292,"After all our struggles to restore America, to revive confidence in our country, hope for our future, after all our hard-won victories earned through the patience and courage of every citizen, we cannot, must not, and will not turn back.",0.8885,0.05,0.673,0.277,0.0,0.0625,0.8885
16834,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,"I believe such a resolution can be found, and with it an improvement in our relations with the Soviet Union, if only the leaders in the Kremlin will recognize the basic rights and interests involved, and the interest of all mankind in peace.",0.8885,0.0,0.763,0.237,0.0,0.5416666666666666,0.8885
7809,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,"They are based on the vital nexus between economic and political freedom and on the Jeffersonian idea that freedom is indivisible, that government's attempts to encroach on that freedom -- whether it be through political restrictions on the rights of assembly, speech, or publication, or economic repression through high taxation and excessive bureaucracy -- have been the principal institutional barrier to human progress.",0.9382,0.053,0.721,0.227,0.051250000000000004,0.33,0.88695
11136,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,"We have reconfirmed our commitment to the defense of Europe, and this year we will demonstrate that commitment by further modernizing and strengthening our military capabilities there.",0.836,0.0,0.699,0.301,-0.05,0.3,0.886
8095,RRe,Ronald Reagan,26-Sep-88,Address to the United Nations,192,Today the United States reaffirms its commitment to its Strategic Defense Initiative and our offer to share the benefits of strategic defenses with others.,0.886,0.0,0.573,0.427,0.0,0.0,0.886
